content_id,product_ids,lengths
5fa8,['9eec'],1
5fb0,"['6ac6', '6ca9', '6ab7', '6ae4', '6d60', '6c73']",6
6005,"['0166', '0160']",2
601c,"['6a8f', 'eee3', 'f3fe', '0de7', '0e23', 'f12e', '5ff7', '5ffa']",8
6030,['fd05'],1
6043,"['34f7', '35d9']",2
60a4,['e394'],1
617d,"['9ee9', '65e7']",2
6193,['3680'],1
61f9,['7a22'],1
624f,"['883a', '84f4', '9e8c']",3
6279,['63df'],1
62a2,['23dd'],1
62f2,"['0166', '0163']",2
62f8,"['59a4', '4c34', '599e', '59a1', '782b', '59a7', '4c76', '76c1', '7813', 'c62e', '3810', 'c63a', '3739', '380a', '380d', '377c', 'e002']",17
6346,['890d'],1
6374,"['6e41', 'fd05', '98f7', '367a', 'c4df']",5
6382,['34f1'],1
6399,['9ec2'],1
639f,"['9b0a', '6692']",2
63d3,['9b0a'],1
641d,"['01cb', '0169', '98fd']",3
642b,['88dd'],1
646b,['b7d2'],1
64f8,"['65e7', '890d', '9f04']",3
64fb,['b7d2'],1
6506,['88b9'],1
6508,['c1a3'],1
650b,['883a'],1
6511,['e08d'],1
6545,"['91e5', '919e', '9203']",3
6554,['9e92'],1
6561,['88b9'],1
6564,"['3680', '3388', '897a', '88e5']",4
659f,['34cb'],1
65a0,['fd2b'],1
65df,['88dd'],1
6601,['6e5f'],1
661f,"['65e7', 'c4f7', 'c4ce']",3
66ff,['0078'],1
6713,"['6c3a', '6d30', '7000', '6d60']",4
671b,['6999'],1
6748,"['6bb6', '6d8d', '6be0']",3
6776,['883a'],1
7532,['b7db'],1
7538,"['8972', '9f04']",2
75c3,"['6e3b', '6d3c', '6f97', '6d8a', '6dcf', '6ad2', '6c43']",7
7623,"['6e35', '6e56']",2
76bf,"['6f52', '6ba7']",2
773b,['b7db'],1
782d,"['6ac6', '6b20', '6bef', '6d33', '6ad2', '6ab7', '6c2e']",7
783d,"['6db1', '6ca3', '6ae4', '6b26', '6e86', '6dcf', '6c73']",7
785b,"['c545', '3677', '9f2e']",3
786b,"['0169', '016c']",2
78b5,"['6ac6', '6db1', '6ae4', '6e89', '6f61']",5
78e1,['b7db'],1
7916,['3388'],1
798c,"['6dd2', '6de7']",2
799c,['9ece'],1
7b20,"['9ee3', '9ee9', '367d']",3
7b45,"['9ee9', '883a']",2
7b5b,['fd2b'],1
7b5c,['367a'],1
7b7b,['883a'],1
7c69,"['0cb5', '0cb2']",2
7c74,['015d'],1
7c8a,['1198'],1
7ca9,"['3322', 'fd2b']",2
7d01,"['6e4d', '1198']",2
7d16,['35ee'],1
7d23,['0169'],1
7d42,"['1198', '88b9', '9ed1', '65e7']",4
ba2c,['88c5'],1
baab,['3388'],1
bd4d,"['3388', '98f7']",2
fa4e,['65e7'],1
1c51,['3655'],1
1f6f,"['b7db', '1198', '6e41']",3
204e,['99a4'],1
2060,"['6c3d', '6ab7', '6e0b', '6e8c', '6f10', '6aba']",6
20ab,"['6c43', '6c8b', '6c6a', '6c49', '6dd5']",5
20ec,"['6c91', '6c55', '6f22']",3
2135,['0166'],1
21e7,"['9f01', '9ee9', '1198']",3
2386,"['9147', 'b7db', '1198']",3
24b1,"['335b', '335e']",2
2556,['9a01'],1
2579,['b7db'],1
25ac,"['9b6c', '283c', 'aa93', '6090', 'bfa3']",5
26d7,['3322'],1
35c7,"['b7db', 'fd3b']",2
c101,['88f6'],1
c15f,['98f7'],1
c292,"['6e56', '84f4', 'b7db']",3
c2e2,['6e41'],1
c36f,['3322'],1
c5ca,['6973'],1
c5ff,['b7db'],1
c64f,['b7db'],1
c692,"['c610', '9ece']",2
c70f,['3680'],1
c76d,['6e4d'],1
c7e9,"['b7db', 'fd05']",2
c7f2,['8972'],1
c8b7,"['331c', '3307', '3337', '332e', '32e4', '3331', '3316']",7
c8cb,['897a'],1
c9d1,['b7db'],1
66e8,"['1198', '3500']",2
a19e,['296b'],1
a21c,['330a'],1
a2bd,['8939'],1
a2f7,['9e98'],1
a316,"['335b', '336a', '3352']",3
a321,['8972'],1
c8c0,['e485'],1
c9a3,"['fd27', '9f10']",2
caef,['6e5c'],1
cb37,['35d9'],1
cb56,['9968'],1
cc8c,['c60d'],1
ccfc,"['b7db', 'c536']",2
cd43,['9a8a'],1
cd53,['0163'],1
cdcf,['883a'],1
ce87,['373f'],1
ce9a,"['015d', '0078']",2
cee6,['3307'],1
cf23,['3307'],1
cf6d,"['b7db', '890d']",2
cfd7,['fd53'],1
cfee,['8925'],1
d1c5,"['65e7', 'c4fa']",2
d22b,['88f6'],1
d239,['897a'],1
d2ca,['c4f7'],1
d2d0,['3307'],1
d30b,"['35d9', '8853']",2
d31e,['b7db'],1
d346,['88b9'],1
d347,"['0163', '0166']",2
d361,['88dd'],1
d36a,['9ee9'],1
d41d,"['c548', '88d5', '8972']",3
d428,"['367d', 'fe5f', '3388', '9f2e', '6e4d']",5
d45c,['9eda'],1
d4b9,['8972'],1
d512,['886c'],1
d577,['63df'],1
d5e8,"['8972', '88d5']",2
d657,['88f6'],1
d66e,['fd53'],1
d6c7,"['84f4', '0169']",2
d706,['88e5'],1
d755,['015d'],1
d75e,['9e8c'],1
d7bd,"['69ab', '84f4']",2
d829,['35d9'],1
d891,"['6dcf', '6d57', '6ab7', '6b26', '6ad2', '6d33', '6c28']",7
d8e7,['8939'],1
d932,['848d'],1
eb6c,['3355'],1
eba8,['334c'],1
ebb9,['3343'],1
ec26,"['335e', '335b']",2
ec55,['3307'],1
ec64,['3352'],1
ec69,['334c'],1
ec9d,['335b'],1
ecf0,"['3307', '331c', '32df', '332b', '32ea', '3331', '333a', '32e7']",8
ed1a,['3340'],1
ed46,"['3349', '333d']",2
ee28,"['3846', '3840', '3850', '384c']",4
ee5c,"['3343', '333d']",2
ee61,['e2a7'],1
ee89,['3343'],1
eeb6,"['f67b', 'f630', 'f670']",3
ef5f,['8821'],1
ef9e,"['e175', 'e167']",2
efa2,['8b9a'],1
efab,['5fc4'],1
f0bc,['e0df'],1
f1d0,['3e46'],1
f6b9,['c2a5'],1
f6de,['3e46'],1
f716,"['01a8', '01c8']",2
f75c,"['01a8', '01c8']",2
f7d2,['01c8'],1
f83d,['9b8f'],1
f859,['01c8'],1
f863,['9c85'],1
f881,['9c76'],1
f8a6,"['01a8', '01c8']",2
f8e4,"['01cb', '01c8']",2
0c50,"['016c', '0169']",2
0cde,['890d'],1
0e3e,"['91e5', '3652']",2
107a,['b7db'],1
107b,"['89a9', '89b9', '89d0']",3
115e,['e4a3'],1
122f,"['e4d3', 'e4d9', 'e4c4', 'e4cd', 'e4d6']",5
1286,['e4ca'],1
12aa,"['f025', 'efc7']",2
143f,"['e4d6', 'e4d3', 'e4ca']",3
1469,['c0d5'],1
1472,['e4a0'],1
1498,['e4a6'],1
14a2,['c0b4'],1
14fc,['c105'],1
15a2,"['f1d3', 'efc7']",2
1633,['c105'],1
1652,['6e8c'],1
16fe,['6e77'],1
182e,"['e433', 'e39d']",2
19f5,['e43f'],1
19f8,['1016'],1
1a3e,"['1007', '6f36', '109d']",3
1a49,['e3a9'],1
1b95,['e463'],1
1bd3,['bd88'],1
1bed,['bd85'],1
1bfc,"['e451', 'e463', 'e44b']",3
1c3e,['e436'],1
1cd5,['e436'],1
1ceb,['e002'],1
1d1f,"['e029', 'dfde']",2
1d36,['e451'],1
1d4a,['0cdf'],1
1d4d,"['c628', 'e029', 'c637', 'e047']",4
1d77,['e3d6'],1
1d96,"['e047', 'dfde', 'e029', 'dfb0', 'c631', 'c637', 'c649']",7
1dac,['e3d6'],1
1dba,['e0c3'],1
1dd9,"['e030', 'e029', 'e0c0', 'e035', 'e02c']",5
1e17,"['e030', 'dfe1']",2
54e4,['f726'],1
5580,"['dfb0', 'dfad']",2
55a3,"['e0c0', 'e038', 'dff0']",3
55de,['e0c0'],1
5617,['9ffa'],1
5628,['e0c3'],1
5634,['38d4'],1
563f,['c0eb'],1
5661,['e0c3'],1
566f,['006f'],1
56d4,"['006f', 'f4b0', '3187']",3
56ea,"['bf7b', 'bfa0']",2
575f,"['3199', 'fe4c', '255d']",3
57ac,"['bf78', 'bf88']",2
5829,"['bf78', 'bfa6']",2
5989,['3de8'],1
59ab,['58ce'],1
59ae,"['ea17', 'ea1a', 'ea1d']",3
59fd,['e96d'],1
5a20,['2e47'],1
5a7e,['e911'],1
5e02,['10a3'],1
5e13,['f3a4'],1
5ecb,['0cdf'],1
5f8e,['aaae'],1
60cc,"['f36b', 'f3bf']",2
6104,['f38b'],1
6147,"['f31b', 'f326', 'f36b', 'f374']",4
6161,"['9a35', '6973']",2
6188,['e307'],1
6204,"['4d84', '283c']",2
6235,['4cbd'],1
6296,['efc3'],1
62be,['aabb'],1
62f9,['e2e8'],1
62fa,['ef8a'],1
630a,['e2e8'],1
631b,['6385'],1
634d,"['0cc0', 'e2d1']",2
6353,['638e'],1
663e,['e1a3'],1
6664,['f562'],1
6680,['f535'],1
66c5,['f535'],1
6715,"['f51b', 'f518', 'f504']",3
673c,"['e1a3', 'f518']",2
6770,"['f51f', 'f504', 'f51b', 'f518']",4
677d,['e1a3'],1
679d,"['e1a6', 'f51b']",2
67ae,"['e1a3', 'f51f']",2
73e2,['474e'],1
7417,"['638e', '63a0']",2
742f,['4c12'],1
7462,"['4c12', '283c']",2
748a,"['636a', '63a0', '6385', 'efcc']",4
74c2,['aa8f'],1
74eb,['4cd7'],1
7513,"['aaab', '1398']",2
751c,['6385'],1
7533,"['1385', '137f', '137c']",3
753a,['f1d4'],1
75a1,['79fe'],1
75c6,['f165'],1
75d4,['6385'],1
7600,['1379'],1
760e,['79fe'],1
762f,['638e'],1
76d8,['63a9'],1
76e9,['6385'],1
7720,['63b8'],1
7748,['6364'],1
77c8,['6376'],1
77e2,"['3084', '2f82']",2
780d,['3084'],1
7825,"['63a9', '63ee']",2
784b,['63b8'],1
786a,['2f82'],1
78e9,['774d'],1
7921,['608a'],1
7bdb,"['7876', '7784', '781e']",3
7bfa,['60b7'],1
7c0a,['7855'],1
7cda,['6032'],1
7ce3,['786b'],1
7d05,['78fa'],1
7d44,"['78ad', '786b']",2
7d90,['784a'],1
7dbd,"['3322', '331c', '3307', '32e4', '3337']",5
7df5,"['3358', '3352', '336a', '3367', '3355', '335b']",6
7e03,['6093'],1
7e33,['e2fe'],1
7e3b,['3319'],1
7e46,['8607'],1
7e5d,['3343'],1
7ea7,"['3373', '3310']",2
7ece,"['9d39', '9cfc', '9d14', '9d02']",4
7ed9,"['336d', '330a']",2
7f4e,"['e9b0', '9e1e', '229e', 'e9b7']",4
7f53,['b7db'],1
7f6a,['9d29'],1
8004,['6032'],1
8015,['32fe'],1
801b,"['9d46', '9d05', '9d02', '9cf9', '9d43']",5
803e,['3349'],1
8072,"['9cf9', '9d46', '9d02', '9d29']",4
807f,"['335b', 'b80b']",2
80d8,"['3349', '334c', '333d', '3343', '3340', '3346']",6
80e2,['60a5'],1
80f9,"['3349', '334c', '333d', '3343', '3340', '3346']",6
8107,['9d14'],1
8117,"['32e4', '3310']",2
8145,['330a'],1
8149,['3337'],1
8163,['3310'],1
81b9,['6096'],1
8d95,['60d2'],1
8e36,"['60bd', '6065']",2
9165,['4438'],1
9179,['4438'],1
91c2,"['e385', 'e393']",2
921b,['43ec'],1
922a,['65b6'],1
9232,['9dc6'],1
923b,"['e304', 'e336', 'e33f']",3
9273,"['e33f', 'e336', 'e164']",3
9278,"['85e7', '8523', '857e', '65d4']",4
9309,['9dc6'],1
9364,['65c3'],1
9395,['43c6'],1
9402,['8acf'],1
9540,"['ed89', 'ed86']",2
960d,['ed8f'],1
96a3,"['fd1c', '848d', '9ef5', '9f2b', 'fd6a']",5
96c2,"['9ec5', '9ece']",2
9703,"['fd14', '9eda', '9f2e', 'fd05', '9f1f', '9eb0']",6
97ad,"['fd14', 'fd27', 'fd05', '9efe', '9f34']",5
97d2,"['fd1c', '9f16', '9f34', '848d', '84f4', '9ed1']",6
9809,"['9ece', '9ebc']",2
9834,"['fd05', '9f2b']",2
988e,"['9ebc', '9ec5', '9ece', '9e8c', '9ec8', '9ec2', '9e86']",7
999d,['be35'],1
99c0,['be35'],1
99cb,['be17'],1
9bae,['5860'],1
9be5,['5812'],1
9c1e,['5894'],1
9c20,['0d8e'],1
9c31,['6684'],1
9c3f,['5894'],1
9c87,['0ea9'],1
9c98,['5894'],1
9cbd,"['4513', '45e9', '4354', '4523', '43ac', '45c7']",6
9ce5,['69b4'],1
9d06,['9a01'],1
9d35,['f4be'],1
9d4c,['be29'],1
9d4f,['6354'],1
9d5e,['be29'],1
9d73,['be01'],1
9dc5,"['be11', 'be04']",2
9dfc,"['be01', 'be29']",2
9e55,['f00f'],1
9e89,['f00f'],1
9eb5,['f00f'],1
9f16,"['3ab6', '39d8', '3af7', '3924', '6354', '638f', '3975', '3a77', '3986', 'c37e', '3953']",11
9f44,['ef92'],1
b2bb,['bef5'],1
b2cc,['ea80'],1
b2dc,['e9df'],1
b326,['e9df'],1
b337,['ea80'],1
b359,['ea80'],1
b36a,['ea80'],1
b393,"['c308', 'bf7c']",2
b3cc,"['bf7c', 'c308']",2
b3dc,"['bf7c', 'c308']",2
b3f6,['ea80'],1
b420,['2a19'],1
b433,['2a19'],1
b45a,['be3e'],1
b46c,['be3e'],1
b478,['3e49'],1
b479,['3e4c'],1
b47c,['be3e'],1
b48c,['3e4c'],1
b492,['3e49'],1
b493,['be3e'],1
b4ad,['3e4c'],1
b4b5,['3e4c'],1
b4b6,['efb6'],1
b4c1,['21c3'],1
b4c5,['3e4c'],1
b4cb,['21c3'],1
b4d4,['21c3'],1
b4f3,['bd8b'],1
b4f8,['bd8b'],1
b4ff,['bd8b'],1
b502,"['03f1', '6fac', '7be8', '59a7', '6eda', '283c', '9b6c', '6032', '9d90', '0e41', '7c9a']",11
b504,['bd8b'],1
b534,['03f1'],1
b537,['3403'],1
b53c,['0fa6'],1
b556,['3403'],1
b565,"['03f1', '76f8']",2
b567,['0fa6'],1
b58a,['3403'],1
b590,['03f1'],1
b592,['0fa6'],1
b597,['3403'],1
b5a0,['3403'],1
b5b9,['283c'],1
b5c4,['9d11'],1
b5c7,['283c'],1
b5cf,['9d11'],1
b5e0,['9d11'],1
b5e1,['283c'],1
b5f4,['ef95'],1
b60b,['283c'],1
b617,['ea59'],1
b61b,['283c'],1
b620,['ef95'],1
b622,['ea59'],1
b629,['ea59'],1
b62e,['ef95'],1
b697,['392f'],1
b6ce,['392f'],1
b6ea,['3c05'],1
b6eb,['bd7f'],1
b911,['22a1'],1
b933,"['60cd', '9d0e']",2
b95c,"['60cd', '9d0e']",2
b967,['3c05'],1
b986,['efa7'],1
b995,"['60cd', '9d0e', '283c', '748e']",4
b9a9,['3ed3'],1
b9bc,['3ed3'],1
b9d2,['3c05'],1
b9d3,['3ed3'],1
b9e8,['3ed3'],1
b9fc,['3418'],1
ba08,['3418'],1
ba27,['3418'],1
ba57,['0f90'],1
ba5b,['3e46'],1
ba5d,"['f2e4', '608a', 'c622', '6032', '283c', '20a9']",6
ba64,['3e46'],1
ba73,['3ec1'],1
ba79,"['3e46', '22a7']",2
ba7b,['f2e4'],1
ba86,"['22a7', '3e46']",2
ba8a,['f2e4'],1
ba96,['10a3'],1
bac7,['10a3'],1
bb3c,['9cfc'],1
bb54,['10a3'],1
bb7b,['e307'],1
bb96,['e307'],1
bbc4,"['1295', '9b6c', '283c', '748e']",4
bc08,['0f85'],1
bc5a,['22a7'],1
bc69,['22a7'],1
bc73,['22a7'],1
bce2,['ef92'],1
bd86,"['c421', '7499', '20a9', '4c1e']",4
bdb5,['c421'],1
be0c,['33a3'],1
be2e,['33a3'],1
be7b,['33a3'],1
be92,['33a3'],1
bee9,"['f566', '6032']",2
bef4,"['f566', '856e', '7be8', '5cd4', '6090']",5
bef8,"['f566', '6b77', '6ccd', '6d48', '6d42']",5
bf09,['f566'],1
bf28,"['f50b', '7be8', '856e', '6eda']",4
bf3d,['f50b'],1
cf05,['f50b'],1
cf49,['f50b'],1
cfc2,['8652'],1
cfc9,"['f4be', '6eda', '856e', '9c20', '7be8', '5cd4', '0f0b', 'c51f', 'f367', '9cb7', 'be4d', '105b', 'ef6f', 'e164', '63a9', '2239', 'c883', '63bb', '64b6', '7c67', '7cd2', '7c3f']",22
cfe4,['8652'],1
cffc,['8652'],1
d013,['33a3'],1
d034,['33a3'],1
d056,['022b'],1
d057,['33a3'],1
d09c,['9b29'],1
d0c7,['3e46'],1
d107,['9b29'],1
d122,['c1e4'],1
d13c,"['3e49', '4eac', '1d3d']",3
d160,['9b29'],1
d161,"['3e49', '63a9', '63bb', '105b', 'c883', '5cd4', '4ea9']",7
d174,['f000'],1
d18b,['c1e7'],1
d196,['3ec1'],1
d19f,['3ec1'],1
d1b7,['3ec1'],1
d1c2,['c1e4'],1
d1f2,['ea8d'],1
d381,['0cdb'],1
d406,"['01c8', '3655']",2
d413,"['6999', '6993']",2
d4a5,['91f1'],1
d4d8,"['330a', '84f4']",2
d502,['b7db'],1
d575,['9ef5'],1
d74b,['1198'],1
d806,['b7db'],1
d8c1,['3403'],1
d8c7,['0cf9'],1
5aaa,['62f3'],1
5ae0,['62f3'],1
5b36,['62f3'],1
5b37,['e9e3'],1
5b5d,['62f3'],1
5ba3,['62f3'],1
5bb3,['62f3'],1
5bb4,['e9e3'],1
5be9,['3e49'],1
5c37,"['9d0b', 'e03a', 'aae3', 'ef8d', '63e5', '2211', '91e8']",7
5c4c,"['33ef', '6f97', '6b26', '6af0']",4
5c5a,['3e49'],1
5c5d,['21c3'],1
5c8d,['3e49'],1
5cc7,['9d0b'],1
5cd3,['3e49'],1
5cfd,['33ef'],1
6b3b,['ef92'],1
6b40,"['ea4c', '6b23', '6fac', 'c554', '59a7', '01cb', 'f562', '68b2', '22ad', '105b', 'ef6f', '63a9', '2239', 'c883', '63bb', '9b6c', '11e3', '283c', '0f1f', '4c1e', '20a9', '748e', '7499']",23
6b67,['3f4e'],1
6b83,['dd60'],1
6b97,['dd60'],1
6ba4,['dd60'],1
6bbb,['9d49'],1
6bc6,['9d49'],1
6bd5,['9d49'],1
6be0,['9d49'],1
6bf1,['9d49'],1
6c12,"['25c3', '765e']",2
6c46,"['25c3', '765e']",2
6c73,"['25c3', '765e']",2
6c84,"['25c3', '765e']",2
6cbf,"['015d', '0078']",2
6d87,"['c1e1', 'c1de']",2
6dca,"['c1e1', 'c1de', 'c199', 'c149']",4
6e71,['016f'],1
6ece,"['c039', 'c0ae']",2
6f03,"['c12a', 'c11a', 'c184', 'c1e1', 'c1de']",5
6f25,"['015d', '0078']",2
6f26,"['c1e1', 'c1de']",2
6f4c,"['c0ae', 'bf45', 'bf48', 'bf42', 'bf3f']",5
6f69,"['bf45', 'c19c']",2
6f7c,['c140'],1
6fad,"['0166', '0163']",2
6fae,['c1b7'],1
6fd2,"['c1db', 'c1d8']",2
6fe1,['9d2a'],1
6fe8,"['015a', '0160']",2
6fe9,['c1b7'],1
7024,"['015a', '00ef']",2
7027,['c1c0'],1
709e,['009d'],1
727d,"['9e86', '9ea0', '9e93']",3
7289,"['015d', '0078']",2
72e0,['9d5e'],1
7300,"['015a', '0160']",2
735b,"['9d44', '9d78', '9d5e', '9d10', '9d6b']",5
73a8,"['0163', '0166']",2
7415,"['37be', '3779', '3727']",3
7439,"['3724', '3727', '3779']",3
74df,"['378c', '37e0']",2
74f3,['9903'],1
750d,['37da'],1
7534,"['9683', '9692']",2
753f,['37c8'],1
7555,['96b3'],1
7569,"['3770', '3779']",2
75a5,['3798'],1
75b4,['24a0'],1
75d2,['3748'],1
7611,['3879'],1
7640,['995f'],1
7683,"['5fc7', '5fd0', '5fcd', '5fd6', '5fd3']",5
7692,['fc21'],1
7699,['5fe5'],1
7709,['5fb5'],1
770a,['fc0e'],1
774a,['5ffa'],1
7793,['5fd3'],1
779d,['fc44'],1
77a5,['5fd0'],1
77ab,['fc69'],1
a336,"['3469', '33a9', '33d9', '3433', '33c4', '33e5']",6
a35a,"['d703', '29aa']",2
a38b,"['014d', '29d1', '29de']",3
a39e,['c4c5'],1
a3c4,['9d08'],1
a3e1,['00b3'],1
a47b,"['29f0', '2a16', '2a22', '2a1c', '2a1f', '2a19']",6
a4ac,['2a2b'],1
a4cb,['29f6'],1
a4d3,['c595'],1
a4de,"['2a16', '2a1c', '2a22', '2a1f', '2a19']",5
a4f2,['2a1c'],1
a4f9,['34a2'],1
a628,['edef'],1
a6be,"['edc8', 'ed92']",2
a70a,['ee27'],1
a831,['b0c4'],1
a86b,['edae'],1
a905,"['0392', '770e', '7703', '121f', '1f8e', 'e2f1', '7858', '7398', '1d52', '386d']",10
a96a,['ee27'],1
a9d9,"['886c', '8842', '883a', '887e']",4
aa23,"['897a', '8853', '8925']",3
aa54,['883a'],1
aa76,"['8919', '88b0', '88fe', '88f6', '890d']",5
aa8f,['f75a'],1
aaa9,['8132'],1
aab0,"['88ed', '8865', '8853', '8962']",4
aab8,['f727'],1
ab2b,['79f1'],1
ab3e,['2c36'],1
ab99,"['3fe8', '3f8e', 'bdf5', '3fbd', '2c2e', '5df3']",6
abba,['3f8e'],1
abc7,['2c3e'],1
abca,['b90c'],1
abef,"['2c36', '5dbc', '3fd9', '5dc0']",4
ac10,['d689'],1
ac1f,['b8b8'],1
ac22,['5e77'],1
ac30,"['d689', '453d']",2
ad08,"['9a8d', '9a9b']",2
ad13,['b8ab'],1
ad19,['8066'],1
ad2d,"['9b24', '9af0', '9b00', '9b0e']",4
ad83,"['9a57', '9a8d', '9a68']",3
adb1,['edae'],1
adc4,"['870d', '8622', '85f3']",3
ae26,['ef5e'],1
af0b,"['9ce1', '9ce4', '9ce7', '9cde']",4
af31,['866f'],1
c32d,"['01c8', '886c']",2
c34a,"['450f', '4505']",2
c3e6,"['9eb3', '9ec2', '9ea7', '9ec5', '9ec8']",5
c4af,"['fd05', '9f01', '1198', 'c60d', '9b6c', '11e3', '283c', '0f1f', '4c1e', '20a9', '748e', '7499']",12
c4de,['608a'],1
c715,"['1195', '24d0', '30fb', '60cd']",4
c8dc,"['393d', '283c', '9e18', '4ea9', '9f39', '27a0', '0f35', '99b0']",8
ca04,['6927'],1
cb50,['016f'],1
cba7,"['b7db', 'c4f7', 'c4f1']",3
cd2c,"['01cb', '01f5', '01c8']",3
cecb,['98f7'],1
c647,['32d3'],1
c69a,"['1195', '14d2']",2
c6a2,['3267'],1
c712,"['325e', '326a']",2
c71c,"['65e7', '119e', '65e1', 'c509', '65e4', 'c50c']",6
c7ad,['3261'],1
c8c5,"['3313', '330d']",2
c8cc,['c509'],1
c915,"['3270', '3264']",2
c935,['3270'],1
c9ad,"['c545', '65e7', '65f0', '65e1']",4
c9cc,['9f44'],1
ca2b,['c509'],1
ca3c,"['52dc', '3843', '384f']",3
cab8,['c506'],1
cac4,"['c506', 'c548', 'c509']",3
cade,"['c54e', '1198', '134f']",3
cb33,"['3843', '384f']",2
cb35,['9f44'],1
cb59,['9f39'],1
cb5d,"['e221', 'e294', 'e287', 'e384', 'e22e', 'e1a7', 'e23b']",7
cb6d,"['e2a7', 'e374']",2
cb74,"['52dc', '3843']",2
cb97,"['e374', 'e221', 'e294', 'e287', 'e384', 'e1b6', 'e22e', 'e1a7', 'e23b', 'e17c', 'e214', 'e248']",12
cc7e,['e1a7'],1
cc90,['e1c3'],1
ccf0,"['e221', 'e2bd', 'e22e']",3
cd38,['e207'],1
cd57,['e2bd'],1
cdc1,"['e1e0', 'e207']",2
cde9,['e1c3'],1
ce0f,['9f44'],1
ce49,['9f44'],1
ce6d,['e248'],1
ce73,"['52dc', '3843']",2
ce85,['e262'],1
ce89,['9f39'],1
ce9d,"['3843', '384f']",2
ceb0,['9f44'],1
ceb8,"['383d', '52d9']",2
ced5,['9f39'],1
cede,"['52dc', '3843']",2
cee4,['21c3'],1
cf02,['21c3'],1
cf04,"['384f', '52d9', '3861']",3
cf0c,['21c3'],1
cf31,['21c3'],1
cf40,['3876'],1
cf75,['21c3'],1
cf7c,"['3861', '52d9']",2
cf88,['21c3'],1
cfa2,['21c3'],1
cfb6,['21c3'],1
cfb8,"['fe84', 'fe71', '6091', 'fe5f', 'fec5']",5
cfe9,['21c3'],1
cff1,['21c3'],1
cff3,['6ddb'],1
d014,"['fec5', '6091', 'fe5f', 'fe71', 'fe84']",5
d015,['21c3'],1
d01b,['21c3'],1
d025,['6dc2'],1
d04d,"['fe84', 'fec5', '6091', 'fe5f', 'fe71', 'fe8f']",6
d135,['fe8f'],1
d14d,['d707'],1
d187,['d7cd'],1
d1ae,['d7cd'],1
d1bd,['45bb'],1
d1c1,['d7cd'],1
d1e8,['d7d3'],1
d206,['d7d3'],1
d211,['d7d3'],1
d22e,"['d689', 'd69d', '293a']",3
d29d,['fe8f'],1
d2c3,['fe8f'],1
d2cd,"['35d9', '3503']",2
d352,['3680'],1
d37c,['35d9'],1
d38c,['0f35'],1
d3a6,['34fd'],1
d3ba,['34b0'],1
d3f6,"['35f1', '35eb']",2
d44f,"['6eb1', '6eca']",2
d454,"['35d9', '35e5', '35dc', '35e2']",4
d467,"['6eda', '6ee3']",2
d476,"['6eb1', '6e9b']",2
e3f8,"['9b6c', '11e3', '283c', '0f1f', '4c1e', '20a9', '748e', '7499']",8
e521,"['149b', '146f', '135e', '1386', '13ed', '1295', '127b', '11f0']",8
e526,['d7cd'],1
e56f,['1224'],1
e58a,['e132'],1
e59f,['d7cd'],1
e5dc,['d7cd'],1
e613,['d7cd'],1
e624,['d7cd'],1
e64d,['d7cd'],1
e666,['d7cd'],1
e67e,['2488'],1
e6e7,"['2488', '2495', '2485']",3
e6ef,"['2495', '249a', '2482']",3
e742,['8748'],1
e78c,"['c597', 'c52f', 'c53c', 'c5b1']",4
e7f6,"['8a66', '85fc', '8a38']",3
e84d,['c563'],1
e90a,['9b0a'],1
e90b,['2271'],1
e90c,"['c570', '6e4d']",2
e932,"['6692', '668f']",2
e93a,['228c'],1
e949,['21f6'],1
e968,['2298'],1
e98a,"['f3e5', 'f3e2']",2
e9ec,"['9b0d', '6692']",2
ea07,['e18e'],1
ea17,['9b01'],1
ea21,"['668f', '6692']",2
ea2b,['e17c'],1
ea49,['e10d'],1
eabf,"['e160', 'e150']",2
eafe,['3e53'],1
eaff,"['e160', 'e150']",2
eb13,['3e43'],1
eb20,['9bcd'],1
eb34,['e18e'],1
ecae,['6781'],1
ecc7,"['3e64', '3e87']",2
ecdc,['6770'],1
ecec,['3e78'],1
ecef,"['9e80', '23f8']",2
ed4d,"['100d', '101a', '1068', '1075', '0fa5', '0f98']",6
ed4e,['be52'],1
ed57,['2471'],1
ed8a,"['116c', '1128']",2
edb6,"['0fa5', '101a', '100d', '0f98', '1027']",5
edc3,['be7f'],1
eddb,['be61'],1
ee02,"['be61', 'bebb', 'bee8', 'beac', 'beca']",5
ee17,['e08d'],1
ee1c,['beca'],1
ee2f,['be9d'],1
ee52,['beac'],1
ee82,['e08a'],1
eea5,"['e9d3', 'e9d9']",2
eebd,['e0cf'],1
ef04,['c497'],1
ef16,"['e102', 'e081', 'e096', 'e07b']",4
ef3e,"['c4d8', 'c4cb', 'c4be']",3
ef58,"['63f7', 'e9b0']",2
ef5d,['c497'],1
ef87,['e0d8'],1
ef8b,['8a4b'],1
efbd,"['e07b', 'e0cf', 'e072']",3
efd5,['9c5a'],1
f014,"['321f', '3216', '3219', '322b']",4
f049,"['2533', '24fa', '24f1']",3
f085,['24e8'],1
f0aa,['24dc'],1
f0bb,"['322b', '321c']",2
f0c8,"['24fa', '24df', '24d9']",3
f0f5,['9a2a'],1
f12e,['28d6'],1
f14d,['26a0'],1
f17a,['bf2f'],1
f17d,['26e1'],1
f1a9,['278c'],1
f1b7,['3216'],1
f1bb,"['266c', '2679']",2
