content_id,product_ids,lengths
0286,['bf17'],1
028f,"['653b', '64fd']",2
02a7,"['bf11', 'c15a']",2
0301,"['63e5', '645b', '64eb']",3
03dd,"['c504', 'c4d4']",2
03f3,"['c4ef', 'c501']",2
0436,['21f6'],1
0464,['21f6'],1
0484,"['c4e0', 'c4da', 'c501']",3
048b,"['2247', '21f3', '2244', '220b', '2208', '21e7', '224a']",7
0493,"['c501', 'c4e0', 'c4da']",3
04a0,['2271'],1
04b4,"['c4da', 'c501', 'c4e0']",3
04bf,['2202'],1
04cf,['21f6'],1
04f4,['bebb'],1
051e,['be61'],1
0522,['be8e'],1
054c,"['beac', 'be61', 'bebb', 'bf06', 'beca', 'be52', 'be9d', 'be7f', 'bee8']",9
056e,['114b'],1
0580,['1144'],1
05de,['3843'],1
05df,"['e8d0', 'b850']",2
060b,['b926'],1
0644,['b850'],1
0653,"['52dc', '3843']",2
0696,['e8d0'],1
06ca,['b89e'],1
06cc,"['3876', '52d9']",2
06fe,['3876'],1
0749,['384f'],1
0778,"['3876', '384f', '3843']",3
0789,"['37fb', '3819']",2
07bb,['b919'],1
0809,['b8b8'],1
091c,['c42f'],1
092a,['c4b1'],1
093a,"['9e6a', '9d85', '9e41', '9d03', '9d10', '9cdc', '9ce9']",7
095d,"['2c3e', '2c36', '5e77']",3
0977,['9d44'],1
0993,"['358b', '3598', '35cc']",3
09b5,['2c2e'],1
09c6,['2978'],1
09d6,"['36a5', '3571']",2
09e5,['365e'],1
0a8e,['9cb5'],1
0abd,['be41'],1
0acf,['be2c'],1
0b1b,['6b3a'],1
0b44,['be0e'],1
0b51,['be11'],1
0b75,['be0e'],1
0b9d,['be29'],1
0bb3,['be1d'],1
0c33,['23c1'],1
0c34,['be01'],1
0c4c,['be29'],1
0cb3,['3891'],1
0cdb,"['2447', '23a2']",2
0d16,"['367a', '368c', '34bc', '3601']",4
210f,['2447'],1
2134,"['2471', '9e80', '23ef']",3
2152,"['34b0', '34ad']",2
21ba,['34ad'],1
21d3,['2407'],1
21e0,"['34ad', '34b9']",2
2219,['244a'],1
222f,"['367a', '3891']",2
2274,['668f'],1
22b7,['9b07'],1
22e8,['6b3a'],1
2417,['6692'],1
244c,['9b0d'],1
2567,['3e87'],1
257d,['3e64'],1
2587,['3e64'],1
25a7,['6770'],1
25bf,['3e53'],1
25c8,['3e78'],1
25e1,['6692'],1
262e,"['9b0a', '9b10']",2
2663,"['016c', '0169']",2
266d,"['668f', '6692']",2
26a8,"['9b10', '9b0a', '9b0d']",3
26d8,['3e78'],1
26ef,['6770'],1
2708,"['6770', '3e53', '3e43']",3
2754,['016c'],1
2790,['6770'],1
2798,"['016c', '015d']",2
27a5,['9d1d'],1
27a9,['3e53'],1
27c6,"['6770', '6781']",2
27cd,"['3e87', '6781', '6770']",3
27fb,['6770'],1
2834,['3e87'],1
2836,"['9d1d', '9d03', '9e18', '9de2']",4
287a,['d7cd'],1
2892,['6756'],1
28e6,['11fd'],1
28e8,['d7dc'],1
2901,"['d7dc', 'd7cd']",2
291a,['9b9d'],1
291e,['d7cd'],1
29b4,['9b50'],1
29c2,['d7cd'],1
2a3f,['d7cd'],1
2a59,['12e8'],1
2a90,['2447'],1
2ab1,"['13e0', '13ed', '11c2', '13fa', '11a1']",5
2ace,['6b7a'],1
2acf,['11a1'],1
2b10,['23be'],1
2b35,['23be'],1
2b62,"['9b6c', '283c', '11e3', '13c7', '11df', '11b2', '4c1e', '748e', '0f1f', '149b', '20a9', '11f0', '7499', '6090', 'aa93', '608a', 'c622', 'bfa3', '375f', '6032', '1231']",21
2b6c,"['23a2', '23ef']",2
2bd9,"['11f0', '11a1', '123e', '149b']",4
2bf3,"['2407', '244a', '23c1']",3
2c23,['2447'],1
2c4c,"['3680', '3686', '3677', '367d', '3683']",5
2c7a,['34b0'],1
2c92,['9e77'],1
c51b,['9b0a'],1
c520,['c549'],1
c550,"['9b0d', '9b0a']",2
c579,['110f'],1
c584,['6692'],1
c59a,['6cdb'],1
c5dc,['9b10'],1
c5dd,['52dc'],1
c600,"['9b10', '9b0a']",2
c60b,"['52dc', '3843', '384f']",3
c622,['6cc1'],1
c637,['6cb4'],1
c639,['384f'],1
c682,['6ba3'],1
c691,"['384f', '3843', '52dc']",3
c6aa,['9b01'],1
c6b5,['6cf5'],1
c6bb,"['9b0d', '6692']",2
c6bc,['34f4'],1
c6c8,['6d0f'],1
c6dc,['9b0d'],1
c6f4,['34b3'],1
c740,['e0e1'],1
c74a,['34bf'],1
c776,['3503'],1
c77b,['e07e'],1
c79d,['e0cf'],1
c7b3,"['9bfa', '9b42']",2
c7d8,"['e06c', 'e01d']",2
c7fe,"['9b92', '9b77']",2
c80c,['e093'],1
c830,"['35e2', '35d9', '35df', '35e5', '35dc']",5
c840,['9bc5'],1
c842,['0fbc'],1
c84c,"['0fbc', '0f77']",2
c850,['e051'],1
c856,"['9b77', '9b5c', '9bfa', '9bb1']",4
c893,['0f77'],1
c8bb,['e093'],1
c8d9,"['e07e', 'e0e7']",2
c908,['0fbc'],1
c929,['c421'],1
cb79,['3e87'],1
cbfb,['3c05'],1
cc1b,['6756'],1
cc67,['b90c'],1
cc8b,['e8d0'],1
cdd7,"['78b5', '3add']",2
cef2,"['1173', '1165', '1178']",3
cf9d,"['1128', '114b', '113d']",3
d040,"['1157', '1123']",2
d089,"['278c', '2852']",2
d0b4,['1144'],1
d0d4,['116c'],1
d0f9,"['2892', '2881']",2
d100,['1128'],1
d129,['2892'],1
d146,['bf1a'],1
d179,['e4e2'],1
d1e3,"['2881', '28b4']",2
d201,['befc'],1
d268,['bf17'],1
d290,"['28b4', '2881']",2
d2c7,['3a33'],1
d2df,['e4ac'],1
d2ef,['26a0'],1
d311,['bf17'],1
d315,"['e4a6', 'e4be', 'e4a0']",3
d32b,['278c'],1
d34a,"['bf23', 'bf20']",2
d351,"['e4d3', 'e4d9', 'e4c4']",3
d353,['e4ca'],1
d35f,['bf1d'],1
d399,"['e167', 'e150']",2
d3ac,['bf17'],1
d3e8,['aad4'],1
d3ed,['befc'],1
d43e,['c15f'],1
d458,['c15a'],1
d47f,['3a33'],1
d490,['0cb2'],1
d4b2,['bf17'],1
d4e0,['0cb5'],1
d4e9,['aacb'],1
d4f6,['c1cf'],1
d52b,['aaeb'],1
d53f,['c1a3'],1
d54f,['c178'],1
e181,"['e19e', 'e04d', 'e0ba']",3
e234,['e0b2'],1
e273,"['9432', 'e9b0']",2
e2a3,"['e101', 'e0bf']",2
e2b8,['ea8d'],1
e333,"['0efc', '0f4a', '6213', 'ea3c']",4
e432,"['e9b7', '9466']",2
e571,['c105'],1
e656,"['c0eb', 'c105']",2
e6ae,['0d7e'],1
e6f5,"['77dc', '4c55', '4c1e', '7d19', '1f58', '856e', '4400']",7
e767,['efad'],1
e796,"['e9df', 'e9dc']",2
e7b3,['45bb'],1
e7c3,['ef92'],1
e7c5,['d707'],1
e805,"['9ac7', '9aac']",2
e81e,"['9aac', '9a79', '9a57']",3
e844,"['9b00', '9b24', '9af0', '9b0e']",4
e86f,['2a1f'],1
e887,"['2a19', '29fe', '2a04', '29f9']",4
e8c4,['befc'],1
e8ca,"['2a16', '2a19', '2a1f', '2a22', '2a1c']",5
e8d7,"['2a1c', '2a1f', '2a19', '2a16', '2a22']",5
e8ee,"['29f9', '29ed']",2
e91d,['b7db'],1
e923,['bf17'],1
e924,['3382'],1
e996,['79f1'],1
e999,['336a'],1
eb73,['d7cd'],1
eb81,['d7dc'],1
eba3,['79bd'],1
ebac,"['d7cd', 'd7dc']",2
ebb7,['d7cd'],1
ebdb,['79bd'],1
ebe0,['d7cd'],1
ebe3,['d7cd'],1
ebe7,['d7cd'],1
ec36,['23be'],1
ec51,"['23ef', '2447', '244a', '23f5']",4
ec56,['d7cd'],1
ec88,"['325b', '3270', '3294', '3243']",4
ec89,['23be'],1
ece7,['7323'],1
ed0a,"['2447', '23da']",2
ed26,"['3c05', '3b4f']",2
ed44,['23da'],1
ed6b,['34ad'],1
ed8e,['34ad'],1
ee38,['c421'],1
ee59,['c112'],1
ee67,"['9b04', '9b01']",2
ee9f,['e0f0'],1
eea9,['9b0a'],1
eed2,['e07e'],1
eee3,['9b10'],1
eeef,"['e0cf', 'e08d', 'e078']",3
eef4,"['370c', '3674', '3671']",3
ef09,"['9b01', '9b0d']",2
ef0d,['e09c'],1
ef83,"['9b0a', '6b23', '6fac', 'c554', '59a7', '01cb', 'f562', '68b2', '22ad', '9b6c', '11e3', '283c', '7499']",13
ef97,['3500'],1
efaa,"['9b0d', '9b01']",2
efad,"['369c', '35d9']",2
efb1,"['e0f9', 'e0f6']",2
efbe,['e07e'],1
efca,['9b10'],1
efde,['f018'],1
efe9,['f024'],1
eff7,['f018'],1
fc69,['e4a9'],1
fc87,"['016f', '0175']",2
fd2d,"['e07e', 'e0e7']",2
fd4b,['13ed'],1
fd4f,['016f'],1
fd58,['149b'],1
fd5a,['e0a2'],1
fd75,['e0d2'],1
fd7b,"['131c', '1341']",2
fda2,"['12f5', '1421']",2
fda7,"['e087', 'e078', 'e08d']",3
fdb6,['1295'],1
fdc3,['e07e'],1
fdca,['12db'],1
fe02,['016f'],1
fe1a,['11fd'],1
fe24,"['005a', '0169']",2
fe2c,['11e3'],1
fe3a,"['e07e', 'e0e7']",2
fe3b,"['015d', '0078']",2
fe5c,['e0e7'],1
fe5f,['11a1'],1
fe8e,"['9b01', '9b0d']",2
fe95,['e09c'],1
feb5,['e07e'],1
fecc,"['9b0d', '9b0a']",2
feea,['594e'],1
ff14,['f018'],1
ff19,"['9b01', '9b10', '9b0a']",3
ff1a,"['f003', 'f01b']",2
ff23,['d7cd'],1
ff2c,['9b01'],1
ff30,['58aa'],1
ff46,['594e'],1
ff4f,"['9b86', '9bbd', '9a2a', '9cb5', '2940', '9c86']",6
ff52,['9b10'],1
ff62,['9c5a'],1
ff68,['9b01'],1
ff7a,"['9bf4', '9be9']",2
ff7d,['594e'],1
ffa0,['9b01'],1
006e,['d7d6'],1
0174,['d7cd'],1
0182,['9bcd'],1
0189,['d7cd'],1
0194,['594e'],1
01ad,['d7cd'],1
01c9,['9c91'],1
01ca,['be1a'],1
01e7,['be14'],1
0212,['be29'],1
034a,['9c65'],1
034c,"['be04', 'be11']",2
03d3,['be01'],1
03ec,"['9a4f', '9c91']",2
0403,['be01'],1
0460,"['be14', 'be29']",2
0485,['be1d'],1
0497,['be14'],1
0515,['9ade'],1
0541,"['9a4f', '2965']",2
0551,"['9a4f', '2965']",2
1294,['3843'],1
1298,['6cb4'],1
12bf,['3876'],1
12de,"['6ca7', '6d0f', '6d1c', '6de8', '6d02']",5
130b,['6cb4'],1
1320,['016f'],1
132d,['6b2d'],1
133a,['6d0f'],1
134e,['6da7'],1
1364,['6d1c'],1
136e,"['009d', '00a3']",2
139f,"['00a3', '00a0']",2
13a4,"['015d', '0078']",2
13e2,"['00a0', '00ec', '00dc']",3
140e,"['00a0', '009d', '00ef']",3
1416,['c5c1'],1
1448,['6b7a'],1
1456,['6ba3'],1
1478,['c5c1'],1
1487,"['00a0', '00a3', '00ef']",3
1499,['6d02'],1
14aa,['0df6'],1
14cd,['6de8'],1
14ea,['6c8d'],1
1547,"['6c66', '6ca7', '6cb4', '6dc1']",4
1564,['1104'],1
1588,['6e02'],1
15a9,['6cce'],1
15b0,"['0166', '0163']",2
15d6,"['119e', 'c54e', '1198']",3
15de,"['005a', '0169']",2
1635,"['0175', '0172']",2
167d,"['0172', '0175']",2
1697,['6d02'],1
1699,['9b0a'],1
16dc,"['9b0a', '9b10', '9b04']",3
16e4,['6c66'],1
16f3,"['0c5e', 'ea66', 'ea3f', '0fa5', 'e9d9', 'e9f5', '0f98', '6391']",8
16ff,"['9ec0', '9e5d']",2
1701,['9b10'],1
1704,['6646'],1
1715,['9b10'],1
172a,['9b07'],1
1733,['e9f5'],1
1747,['e9d9'],1
1758,['9b0a'],1
177a,['9b0a'],1
1781,['9b42'],1
17a1,['9b01'],1
17ec,['e06c'],1
17f3,['9b07'],1
17f8,['dfb7'],1
1816,['9b01'],1
1817,['e096'],1
18bb,"['11e3', '283c', '0f1f', '20a9', '6b23', '59a7', '01cb']",7
1946,"['266c', '2679']",2
196b,['e0a2'],1
199d,['2731'],1
19b9,['9ba8'],1
19ca,['e096'],1
19cf,['261f'],1
19eb,['9bfa'],1
19f6,['e0ed'],1
1a48,['e07e'],1
1a61,['e0cf'],1
2457,"['6b23', '6fac', 'c554', '59a7', '01cb', 'f562', '68b2', '22ad', '9b6c', '11e3', '283c', '0f1f', '4c1e', '20a9', '748e', '7499']",16
485b,['9b42'],1
487b,['9b42'],1
4921,['9b77'],1
4948,"['9b85', '9b8c']",2
4a06,['21c3'],1
4a5c,['3e49'],1
4a96,['9d08'],1
4ac7,['9d08'],1
4ae4,['9d08'],1
4af1,['9d08'],1
4b30,['10a3'],1
4b3c,['10a3'],1
4b3d,['9d17'],1
4b5c,['10a3'],1
4b72,['ea59'],1
4b83,"['ea73', 'ea80']",2
4b90,"['ea80', 'ea73']",2
4ba1,"['9d43', '9d39', '9cfc', '9d1d']",4
4ba5,"['ea73', 'ea80']",2
4bc9,"['9d0b', '751b', '5390']",3
4bcf,"['9d39', '9d43', '9d02', '9cfc']",4
4bd0,"['9d0b', '5390', '751b']",3
4be0,"['9d0b', '751b', '5390']",3
4bec,"['9d0b', '5390', '751b']",3
4c06,['f2e4'],1
4c36,['f2e4'],1
4c42,['f2e4'],1
4c50,['3e49'],1
4c5e,['f2e4'],1
4cc5,['9d0b'],1
4cd3,['9d0b'],1
4ce7,['9d0b'],1
4d43,['9d0b'],1
4ddb,['fe08'],1
4df4,['fe08'],1
4dfa,['9d0e'],1
4ec0,"['b7de', 'b7db', '3388', 'e47f', 'e485', '337f']",6
5002,"['14b5', 'c51f']",2
5018,"['14b5', '6b23', '6fac', '59a7', '68b2', 'c51f', 'f367']",7
5024,"['c3d4', '9b6c', '11e3', '283c', '20a9', '4c1e']",6
5031,['9b77'],1
5039,['c3d4'],1
506e,['e9f5'],1
5083,['fe08'],1
5093,"['33ef', '60bd', '60d2']",3
50b9,['efaa'],1
50d3,['efa7'],1
50e0,['efa7'],1
50e6,['e9f5'],1
50fd,['e9f5'],1
5113,['e9f5'],1
5134,['c41a'],1
513d,"['e9e3', 'e9f5']",2
514b,['c41a'],1
515b,['c41a'],1
5160,"['e9e3', 'e9f5']",2
5164,['c41a'],1
5194,['efa1'],1
5199,"['94db', 'e9b7']",2
51b1,"['94db', 'e9b7']",2
5233,['9e21'],1
5239,['9e21'],1
523f,['efa1'],1
5265,['c1ea'],1
5274,['efa1'],1
5276,['9e21'],1
5287,['be29'],1
52a5,['3e4c'],1
52ed,"['3f4e', '2dc6']",2
52ef,['be29'],1
52fb,['149b'],1
531a,['9d0b'],1
531b,['247c'],1
5366,['690c'],1
5380,"['62f3', 'f584']",2
53db,['63a9'],1
53ec,['e9e3'],1
53ff,['63a9'],1
541a,['3403'],1
5423,['3403'],1
5433,['3403'],1
543e,['63a9'],1
54dd,['0345'],1
54ea,['0345'],1
5501,['0345'],1
5505,['0345'],1
6765,['efa7'],1
679e,['9cff'],1
67a5,['9d39'],1
67ba,"['9cff', '9d39', '9cfc', '9d46']",4
67c3,['efb6'],1
6815,['e9d3'],1
682f,['e9d3'],1
6848,['c1e7'],1
6878,['c3d4'],1
6895,['c3d4'],1
68d0,['e08d'],1
692d,['e08d'],1
698e,['e096'],1
69a2,['e08d'],1
69bc,['e08d'],1
69cb,['e04a'],1
69fd,['e07e'],1
6a15,['e0a2'],1
6a1b,['e07e'],1
6a25,['e08d'],1
6a36,['e054'],1
6a51,['e07e'],1
6a86,"['e07e', 'e0e1']",2
6aa2,['e0f9'],1
6b70,['0df6'],1
7933,['e307'],1
1f76,['0dd8'],1
1fc3,['0d51'],1
206a,['0dd8'],1
20e3,['0dc9'],1
2260,['0d7e'],1
244e,['0e05'],1
279f,['e9dc'],1
282c,['c2ec'],1
2b02,['ef61'],1
2bf8,"['c3cd', '0f98', '31da']",3
2d58,['ef61'],1
35f2,"['3689', '3524']",2
368d,['c319'],1
4013,['887e'],1
4044,['883a'],1
4071,['9eec'],1
40c5,['94b7'],1
41b4,"['f39b', '9474', '93d0']",3
ec1e,"['f39b', '93d0', '9474']",3
ec30,"['1198', 'b7db', '6e4d']",3
ec6a,['0078'],1
ec80,['f367'],1
ecb1,"['f381', '9474']",2
ed08,"['f39b', '93d0', '9474']",3
ede6,"['6db1', '6b20', '6abd', '6d60', '6d33', '6ae4', '6c7f']",7
ee1f,"['1198', 'b7db', 'fd3b']",3
f300,['68f3'],1
f32e,['e0ac'],1
f35a,['e093'],1
f397,['68e4'],1
f39e,['9a4c'],1
f3a6,"['e0ac', '68f3']",2
f3c1,['9684'],1
f3ef,['6940'],1
f42a,['1f6b'],1
f42d,['883a'],1
f458,"['9f01', '9efe', '9ef5', '9ed1']",4
f469,['e0ac'],1
f4c7,['6932'],1
f4da,['68b8'],1
f4f7,"['1f9b', '1f8e']",2
f532,['68d9'],1
f85e,"['8962', '3680', '6e4d', '01c8', '6d33']",5
f864,['690c'],1
f872,['690c'],1
f88c,"['6ac6', '6b1d', '6ad2', '6dcf', '6e11', '6d3c', '6d33', '6faf']",8
f8e5,"['68e4', '6927']",2
fa26,['6927'],1
fa98,['dfb7'],1
fae2,"['690c', 'e0b5']",2
fb12,['68ce'],1
fb17,['68f3'],1
fb27,['68d9'],1
0e44,['e09c'],1
0ed9,['6932'],1
0f9e,['68a2'],1
103e,['690c'],1
108c,"['9168', '91fa', '9198']",3
109b,['68c3'],1
1168,['6932'],1
1181,"['9198', '91fa', '9162']",3
125f,['e093'],1
1282,['9177'],1
12dd,['1fa2'],1
1309,['9162'],1
1336,['1fa2'],1
138c,['91fd'],1
13bb,['e09c'],1
13fb,['e0a5'],1
1402,['9177'],1
1413,['e0a5'],1
144a,"['9162', '91fa']",2
1493,['0491'],1
14cf,"['917a', '9177']",2
14da,['e0a5'],1
1512,['0491'],1
154c,"['914d', '9162']",2
156b,['1f61'],1
1610,['1fa2'],1
1625,['9189'],1
1632,['e08a'],1
167b,['e08a'],1
1685,"['91ad', '9189']",2
16b5,['9189'],1
16cf,['e09c'],1
16ef,['e09c'],1
1702,"['917a', '9189']",2
171b,['1f9b'],1
1753,['1f9b'],1
179e,['9189'],1
17da,['9198'],1
1848,['9496'],1
186e,"['91b3', '917a', '91ad']",3
1899,"['9189', '9177', '917a']",3
18b5,['9162'],1
1a60,['9177'],1
1a8f,['9198'],1
1b00,['9162'],1
1b36,['94b7'],1
1b5e,['917a'],1
1bc0,['9162'],1
1c41,['9162'],1
1c7f,['9177'],1
1c84,['33a3'],1
1cb1,['9177'],1
1ce0,['9177'],1
1cf9,['33a3'],1
1d0b,['9177'],1
1d22,['33a3'],1
1d2a,['9177'],1
1d51,['c84b'],1
1d93,"['9189', '9177', '917a']",3
1dd7,['c857'],1
221c,['e497'],1
2301,['e4a9'],1
2ae8,['dfb7'],1
3d92,['e9b7'],1
3ea5,['33a3'],1
4002,"['c2ec', '12f5']",2
4021,['12f5'],1
40b9,['9c9c'],1
40f0,['9c9c'],1
4104,['9c9c'],1
4120,['9c9c'],1
4248,"['33a3', '53e8']",2
b559,['95ef'],1
b582,['95ef'],1
101b,['0169'],1
1070,['1195'],1
10d1,['c542'],1
1131,['c542'],1
1206,"['ef26', 'b933', '1e82', '9c9c', '9cb2', 'b926', '9c5a', '37f8', '3795', '6928', '35cc', '724e', '105b', 'b834', 'e1c3', '13ed', '3604', '1258', '13fa', '9b91', '2965', '9f13', '14a8', 'e1ce', 'e19c', '4bf8', '11fd', '11df', 'c62e', 'c421', '1295', '2919', '11c2', 'f32f', 'e37a', '11cf', 'bf3d', '5fe2', '6003', '9bca', '9b4a', 'b891', '9a4f', '32ee', '14b5']",45
1287,"['642e', '0d24', '4566', '45f5', '0438', 'f2d6', 'f1ac', '79d7', '75cf', '45a7', '77cc', 'd707', '6a8f', '85e7', '9608', '457d', '68ce', '493d', '1f61', '0de7', '0e23', '4594', '9693', 'efc7', 'e093', '1f6b', '77ba', '11d7', '54b4', '9b7b']",30
130d,['c542'],1
137a,['c536'],1
13c6,['14d1'],1
1427,['24ca'],1
c91b,['24ca'],1
6ffd,['88e5'],1
6829,['88e5'],1
83d0,['14d0'],1
8515,['fd1c'],1
8545,['fd14'],1
857d,['14d2'],1
85c3,['14d2'],1
85e3,['11e0'],1
88d3,['c4b1'],1
2d59,['11e0'],1
cdb6,['c4eb'],1
cdde,['c4eb'],1
ce4a,['c4eb'],1
ce8c,"['01a2', '019f']",2
ceb5,"['019f', '01a2']",2
cf19,['88fe'],1
cf39,['88ed'],1
cf61,['88ed'],1
cf6a,['1195'],1
cf87,['1195'],1
cfab,['c542'],1
d0ae,['11e0'],1
d0e9,['11e0'],1
d0ec,"['c4ce', 'c53f']",2
d11c,['34cb'],1
d120,['c4eb'],1
d13f,['c4eb'],1
d15e,['887e'],1
d16d,['34cb'],1
d17a,['887e'],1
e927,['c4eb'],1
e975,['c542'],1
e9b7,['11e0'],1
ea2e,['14d3'],1
ea7f,['c536'],1
ea9e,['fd05'],1
eaef,['14d1'],1
eb11,['14d1'],1
eb25,['11dc'],1
5158,['148b'],1
5165,['e8ea'],1
5184,['69ae'],1
5190,['9a4c'],1
51ba,"['69ae', '9a07', '9a01']",3
5205,['14d2'],1
5331,['1195'],1
5337,['c866'],1
5357,"['fd27', 'fd30']",2
5359,['b7db'],1
538a,['fd05'],1
53f6,['06e6'],1
5417,['06e6'],1
5519,['88dd'],1
555b,['06f8'],1
5570,"['34b0', '34aa', '34cb', '34de']",4
55bb,['c554'],1
55f3,['c610'],1
5601,['887e'],1
5630,['14d2'],1
5636,['c539'],1
565d,['c539'],1
566b,['14cf'],1
5680,"['fd3f', '9f31', '84f4']",3
5688,['848d'],1
568d,['c536'],1
5692,['885b'],1
569c,['14d5'],1
56b9,['11e0'],1
56cf,['06e6'],1
56eb,['35eb'],1
56f5,['fd3f'],1
56ff,['14d1'],1
5710,['14d1'],1
577e,['14d1'],1
5b1f,"['9b6c', '11e3', '283c', '0f1f', '4c1e', '20a9', '748e', '7499', 'aa93', '6090', '608a', 'c622', 'bfa3', '375f', '6032']",15
82d7,['11e0'],1
82ee,['888a'],1
82f9,['888a'],1
8315,['9f31'],1
832b,['e2d7'],1
8358,['9f31'],1
8371,['e2d7'],1
8397,['88e5'],1
83a0,['11ac'],1
83d8,['c50c'],1
83e9,['c50c'],1
83f0,['9f31'],1
840c,['8905'],1
8452,['11dc'],1
8484,['14d1'],1
84bf,['888a'],1
84cf,['9f31'],1
84e3,"['6324', '6303', '9e5c']",3
84f7,['888a'],1
8525,['14d0'],1
855a,['11e0'],1
8609,['c50c'],1
861b,['bd7f'],1
8697,"['c607', 'c60a', 'c613']",3
8713,['dfb7'],1
875f,"['c613', 'c60a', 'c610', 'c607', 'c60d', 'c616']",6
dae5,['8905'],1
dae6,['c50c'],1
daf5,['0ce1'],1
db0a,['0ce1'],1
db0d,"['f39b', 'f381']",2
db44,['11e0'],1
db46,['14d0'],1
c9b2,['14d4'],1
c9b5,['11bf'],1
3149,['11dc'],1
316e,['14d3'],1
32bd,['9ea7'],1
3315,['11e0'],1
3337,['14d2'],1
3339,['14d4'],1
3346,['0169'],1
3355,['14d3'],1
33bf,['9496'],1
343c,['bd7f'],1
34a6,['f367'],1
34ba,['885b'],1
391c,"['e255', '11e0', '9836', '9cc0', '9147', '6e56', 'fd27', '983f', 'e23b']",9
3945,"['9b6c', '11e3', '283c', '0f1f', '4c1e', '20a9', '748e', '7499']",8
397f,"['6664', '246e', '2459', '24d0', '2468', '135b', '135e', '2efe', 'ee77', 'ffdc', 'fbdd', '1150', '6e41', '6e56', '6e5c', 'fd27', '9147', '1d46', '1d49', '3388']",20
3996,"['c260', 'c259', 'f3d4', 'f3cf', 'de73', 'fc32', 'c597', 'c522', '0e14', '6345', '638f', 'c2fe', 'c332', 'c2bf', '1332', 'c0cb']",16
8d75,['1d4c'],1
8da9,['f367'],1
8e1a,['c536'],1
8e62,['1d4c'],1
8ed2,['1d5e'],1
8ed7,"['c607', 'c60a', 'c610', 'c613']",4
8f77,"['c610', 'c607', 'c60a', 'c60d', 'c613']",5
8f80,['1d4c'],1
8fd4,['1d4c'],1
8feb,['c536'],1
9014,['1d52'],1
9052,"['1d4c', '1d58']",2
9076,['887e'],1
91f6,['1d58'],1
93e9,['9147'],1
952d,['1d40'],1
954d,"['1198', '6e5f']",2
95ad,"['84f4', '1198', 'fd4c']",3
95b7,"['1d1c', '1d13', '1cb6', '1cbf']",4
95d9,"['9f31', '8896', 'c4f1']",3
95fb,['8972'],1
964e,['1eb6'],1
966f,"['3655', '01c8', '9ed1']",3
967a,['1edd'],1
9693,"['b7db', '1198', '01c8', '9f2b', 'c53f']",5
9694,['1ed0'],1
96bb,"['1e0d', '1e8f']",2
96c1,['1d98'],1
96d1,['1d64'],1
96d5,['1d7e'],1
9723,['1d71'],1
9763,['1ec3'],1
976c,['1e9c'],1
97ca,"['1e9c', '1d64', '1edd', '1d7e', '1e8f', '1df3', '1d98', '1ec3', '1d71']",9
9815,"['3e46', '313f']",2
9827,['14ab'],1
9836,"['809d', '8072']",2
987c,['f2e4'],1
9890,['f2e4'],1
98f8,['3e46'],1
9909,"['6b23', '6fac', 'c554', '59a7', '01cb', 'f562', '68b2', '22ad', '9b6c', '11e3', '283c', '0f1f', '4c1e', '20a9', '748e', '7499']",16
9921,"['ea80', 'ea73']",2
9928,['3e49'],1
993b,['9b0a'],1
9991,['fd14'],1
861f,['c057'],1
8622,['fe08'],1
8640,['c057'],1
865a,['c057'],1
8665,"['9b6c', '283c', '4c1e', 'c057', '11e3', '20a9', '748e', '7499', '105b', '63a9', '0f1f', 'ef6f', '2239', 'c883', '63bb', 'aa93', '608a', 'c622', '4cbd', '375f', '6032', 'bfa3', '6090']",23
866e,"['3e49', 'e9b7']",2
8689,['efa7'],1
8693,['e9b7'],1
86c1,['9cff'],1
86c7,"['0345', '105b', '6eda', '7be8', '856e', '63bb']",6
86ee,"['6b23', '6fac', 'c554', '59a7', '01cb', 'f562', '68b2', '22ad', 'aa93', '6090', '608a', 'c622', 'bfa3', '375f', '6032', '9b6c', '11e3', '283c', '0f1f', '4c1e', '20a9', '748e', '7499']",23
9654,['0345'],1
9673,['0345'],1
96cc,"['61f5', '6213']",2
970d,"['6213', '61f5']",2
97c1,"['6213', '61f5']",2
982e,"['6213', '61f5']",2
9856,['3da3'],1
9868,['3da3'],1
98d4,['1f2a'],1
98fb,['c97a'],1
9902,['c980'],1
992a,['1f2a'],1
9951,"['c97a', 'c97d', '3d9f', 'c980']",4
9978,['c97d'],1
998a,['c97a'],1
998f,['1f1e'],1
99c1,['1f21'],1
99f5,['1f2a'],1
9a33,['1f2a'],1
9a66,['1f2a'],1
9c42,['1d3d'],1
9c6c,"['1d3d', '1d40']",2
9cf2,['1d3d'],1
9d21,"['1d3d', '1d40']",2
9d26,"['3331', '3325', '608a', '9f10']",4
9d4b,"['1d3d', '1d40']",2
9d63,"['9ec5', '9f10', '8b27']",3
9dbb,['1d46'],1
9dca,"['9ec5', 'f0d7', '8bc3', '793c']",4
9dd3,"['015a', '00ef']",2
9de3,['1d3d'],1
9df2,"['04ea', '9ec5', '6e59']",3
9dfe,['c889'],1
9e13,"['6ee3', '9ec5', '6ef5', '9903']",4
9e16,"['1d3d', '1d40']",2
9ec5,['1d3d'],1
9f28,"['1d3d', '1d40']",2
9f99,['1d3d'],1
9fbf,['1d3d'],1
9fc1,"['1d0a', '1d0d']",2
9fd9,['1d3d'],1
9fec,['1d49'],1
a042,['1d49'],1
